"Order_ID";"Customer_ID";"Customer_Name";"country";"state";"city";"Order_Date";"Ship_Date";"Ship_Mode";"Segment";"Postal_code";"Region";"Product_ID";"Category";"Sub_Category";"Product_Name";"Quantity";"Discount";"sales";"cost";"Profit"
"CA-2016-137330";"KB-16585";"Ken Black";"United States";"Nebraska";"Fremont";"2016-12-09";"2016-12-13";"Standard Class";"Corporate";68025;"Central";"OFF-AR-10000246";"Office Supplies";"Art";"Newell 318";7;0.0;"19.46";"14.4";5.06
"CA-2016-137330";"KB-16585";"Ken Black";"United States";"Nebraska";"Fremont";"2016-12-09";"2016-12-13";"Standard Class";"Corporate";68025;"Central";"OFF-AP-10001492";"Office Supplies";"Appliances";"Acco Six-Outlet Power Strip, 4' Cord Length";7;0.0;"60.34";"44.65";15.69
"US-2017-156909";"SF-20065";"Sandra Flanagan";"United States";"Pennsylvania";"Philadelphia";"2017-07-16";"2017-07-18";"Second Class";"Consumer";19140;"East";"FUR-CH-10002774";"Furniture";"Chairs";"Global Deluxe Stacking Chair, Gray";2;0.3;"71.37";"72.39";-1.02
"CA-2015-106320";"EB-13870";"Emily Burns";"United States";"Utah";"Orem";"2015-09-25";"2015-09-30";"Standard Class";"Consumer";84057;"West";"FUR-TA-10000577";"Furniture";"Tables";"Bretford CR4500 Series Slim Rectangular Table";3;0.0;"1044.63";"804.37";240.26
"CA-2016-121755";"EH-13945";"Eric Hoffmann";"United States";"California";"Los Angeles";"2016-01-16";"2016-01-20";"Second Class";"Consumer";90049;"West";"OFF-BI-10001634";"Office Supplies";"Binders";"Wilson Jones Active Use Binders";2;0.2;"11.65";"7.43";4.22
"CA-2016-121755";"EH-13945";"Eric Hoffmann";"United States";"California";"Los Angeles";"2016-01-16";"2016-01-20";"Second Class";"Consumer";90049;"West";"TEC-AC-10003027";"Technology";"Accessories";"Imation 8GB Mini TravelDrive USB 2.0 Flash Drive";3;0.0;"90.57";"78.8";11.77
"US-2015-150630";"TB-21520";"Tracy Blumstein";"United States";"Pennsylvania";"Philadelphia";"2015-09-17";"2015-09-21";"Standard Class";"Consumer";19140;"East";"FUR-BO-10004834";"Furniture";"Bookcases";"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish";7;0.5;"3083.43";"4748.48";-1665.05
"US-2015-150630";"TB-21520";"Tracy Blumstein";"United States";"Pennsylvania";"Philadelphia";"2015-09-17";"2015-09-21";"Standard Class";"Consumer";19140;"East";"OFF-BI-10000474";"Office Supplies";"Binders";"Avery Recycled Flexi-View Covers for Binding Systems";2;0.7;"9.62";"16.67";-7.05
"US-2015-150630";"TB-21520";"Tracy Blumstein";"United States";"Pennsylvania";"Philadelphia";"2015-09-17";"2015-09-21";"Standard Class";"Consumer";19140;"East";"FUR-FU-10004848";"Furniture";"Furnishings";"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock""";3;0.2;"124.2";"108.68";15.52
"US-2015-150630";"TB-21520";"Tracy Blumstein";"United States";"Pennsylvania";"Philadelphia";"2015-09-17";"2015-09-21";"Standard Class";"Consumer";19140;"East";"OFF-EN-10001509";"Office Supplies";"Envelopes";"Poly String Tie Envelopes";2;0.2;"3.26";"2.16";1.1
"US-2015-150630";"TB-21520";"Tracy Blumstein";"United States";"Pennsylvania";"Philadelphia";"2015-09-17";"2015-09-21";"Standard Class";"Consumer";19140;"East";"OFF-AR-10004042";"Office Supplies";"Art";"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain";6;0.2;"86.3";"76.59";9.71
"US-2015-150630";"TB-21520";"Tracy Blumstein";"United States";"Pennsylvania";"Philadelphia";"2015-09-17";"2015-09-21";"Standard Class";"Consumer";19140;"East";"OFF-AR-10001683";"Office Supplies";"Art";"Lumber Crayons";2;0.2;"15.76";"12.21";3.55
"CA-2017-107727";"MA-17560";"Matt Abelman";"United States";"Texas";"Houston";"2017-10-19";"2017-10-23";"Second Class";"Home Office";77095;"Central";"OFF-PA-10000249";"Office Supplies";"Paper";"Easy-staple paper";3;0.2;"29.47";"19.53";9.95
"CA-2016-117590";"GH-14485";"Gene Hale";"United States";"Texas";"Richardson";"2016-12-08";"2016-12-10";"First Class";"Corporate";75080;"Central";"TEC-PH-10004977";"Technology";"Phones";"GE 30524EE4";7;0.2;"1097.54";"974.07";123.47
"CA-2016-117590";"GH-14485";"Gene Hale";"United States";"Texas";"Richardson";"2016-12-08";"2016-12-10";"First Class";"Corporate";75080;"Central";"FUR-FU-10003664";"Furniture";"Furnishings";"Electrix Architect's Clamp-On Swing Arm Lamp, Black";5;0.6;"190.92";"338.88";-147.96
"CA-2015-117415";"SN-20710";"Steve Nguyen";"United States";"Texas";"Houston";"2015-12-27";"2015-12-31";"Standard Class";"Home Office";77041;"Central";"OFF-EN-10002986";"Office Supplies";"Envelopes";"#10-4 1/8"" x 9 1/2"""" Premium Diagonal Seam Envelopes""";9;0.2;"113.33";"77.91";35.42
"CA-2015-117415";"SN-20710";"Steve Nguyen";"United States";"Texas";"Houston";"2015-12-27";"2015-12-31";"Standard Class";"Home Office";77041;"Central";"FUR-BO-10002545";"Furniture";"Bookcases";"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors";3;0.32;"532.4";"579.38";-46.98
"CA-2015-117415";"SN-20710";"Steve Nguyen";"United States";"Texas";"Houston";"2015-12-27";"2015-12-31";"Standard Class";"Home Office";77041;"Central";"FUR-CH-10004218";"Furniture";"Chairs";"Global Fabric Manager's Chair, Dark Gray";3;0.3;"212.06";"227.2";-15.15
"CA-2015-117415";"SN-20710";"Steve Nguyen";"United States";"Texas";"Houston";"2015-12-27";"2015-12-31";"Standard Class";"Home Office";77041;"Central";"TEC-PH-10000486";"Technology";"Phones";"Plantronics HL10 Handset Lifter";4;0.2;"371.17";"329.41";41.76
"CA-2017-120999";"LC-16930";"Linda Cazamias";"United States";"Illinois";"Naperville";"2017-09-10";"2017-09-15";"Standard Class";"Corporate";60540;"Central";"TEC-PH-10004093";"Technology";"Phones";"Panasonic Kx-TS550";4;0.2;"147.17";"130.61";16.56
"CA-2016-101343";"RA-19885";"Ruben Ausman";"United States";"California";"Los Angeles";"2016-07-17";"2016-07-22";"Standard Class";"Corporate";90049;"West";"OFF-ST-10003479";"Office Supplies";"Storage";"Eldon Base for stackable storage shelf, platinum";2;0.0;"77.88";"73.99";3.89
"CA-2017-139619";"ES-14080";"Erin Smith";"United States";"Florida";"Melbourne";"2017-09-19";"2017-09-23";"Standard Class";"Corporate";32935;"South";"OFF-ST-10003282";"Office Supplies";"Storage";"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers";2;0.2;"95.62";"86.05";9.56
"CA-2016-118255";"ON-18715";"Odella Nelson";"United States";"Minnesota";"Eagan";"2016-03-11";"2016-03-13";"First Class";"Corporate";55122;"Central";"TEC-AC-10000171";"Technology";"Accessories";"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack";2;0.0;"45.98";"26.21";19.77
"CA-2016-118255";"ON-18715";"Odella Nelson";"United States";"Minnesota";"Eagan";"2016-03-11";"2016-03-13";"First Class";"Corporate";55122;"Central";"OFF-BI-10003291";"Office Supplies";"Binders";"Wilson Jones Leather-Like Binders with DublLock Round Rings";2;0.0;"17.46";"9.25";8.21
"CA-2014-146703";"PO-18865";"Patrick O'Donnell";"United States";"Michigan";"Westland";"2014-10-20";"2014-10-25";"Second Class";"Consumer";48185;"Central";"OFF-ST-10001713";"Office Supplies";"Storage";"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black";4;0.0;"211.96";"203.48";8.48
"CA-2016-169194";"LH-16900";"Lena Hernandez";"United States";"Delaware";"Dover";"2016-06-20";"2016-06-25";"Standard Class";"Consumer";19901;"East";"TEC-AC-10002167";"Technology";"Accessories";"Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive";3;0.0;"45";"40.05";4.95
"CA-2016-169194";"LH-16900";"Lena Hernandez";"United States";"Delaware";"Dover";"2016-06-20";"2016-06-25";"Standard Class";"Consumer";19901;"East";"TEC-PH-10003988";"Technology";"Phones";"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite";2;0.0;"21.8";"15.7";6.1
"CA-2015-115742";"DP-13000";"Darren Powers";"United States";"Indiana";"New Albany";"2015-04-18";"2015-04-22";"Standard Class";"Consumer";47150;"Central";"OFF-BI-10004410";"Office Supplies";"Binders";"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack";6;0.0;"38.22";"20.26";17.96
"CA-2015-115742";"DP-13000";"Darren Powers";"United States";"Indiana";"New Albany";"2015-04-18";"2015-04-22";"Standard Class";"Consumer";47150;"Central";"OFF-LA-10002762";"Office Supplies";"Labels";"Avery 485";6;0.0;"75.18";"39.85";35.33
"CA-2015-115742";"DP-13000";"Darren Powers";"United States";"Indiana";"New Albany";"2015-04-18";"2015-04-22";"Standard Class";"Consumer";47150;"Central";"FUR-FU-10001706";"Furniture";"Furnishings";"Longer-Life Soft White Bulbs";2;0.0;"6.16";"3.2";2.96
"CA-2015-115742";"DP-13000";"Darren Powers";"United States";"Indiana";"New Albany";"2015-04-18";"2015-04-22";"Standard Class";"Consumer";47150;"Central";"FUR-CH-10003061";"Furniture";"Chairs";"Global Leather Task Chair, Black";1;0.0;"89.99";"72.89";17.1
"CA-2016-105816";"JM-15265";"Janet Molinari";"United States";"New York";"New York City";"2016-12-11";"2016-12-17";"Standard Class";"Corporate";10024;"East";"OFF-FA-10000304";"Office Supplies";"Fasteners";"Advantus Push Pins";7;0.0;"15.26";"9";6.26
"CA-2016-105816";"JM-15265";"Janet Molinari";"United States";"New York";"New York City";"2016-12-11";"2016-12-17";"Standard Class";"Corporate";10024;"East";"TEC-PH-10002447";"Technology";"Phones";"AT&T CL83451 4-Handset Telephone";5;0.0;"1029.95";"731.26";298.69
"CA-2016-111682";"TB-21055";"Ted Butterfield";"United States";"New York";"Troy";"2016-06-17";"2016-06-18";"First Class";"Consumer";12180;"East";"OFF-ST-10000604";"Office Supplies";"Storage";"Home/Office Personal File Carts";6;0.0;"208.56";"156.42";52.14
"CA-2016-111682";"TB-21055";"Ted Butterfield";"United States";"New York";"Troy";"2016-06-17";"2016-06-18";"First Class";"Consumer";12180;"East";"OFF-PA-10001569";"Office Supplies";"Paper";"Xerox 232";5;0.0;"32.4";"16.85";15.55
"CA-2016-111682";"TB-21055";"Ted Butterfield";"United States";"New York";"Troy";"2016-06-17";"2016-06-18";"First Class";"Consumer";12180;"East";"FUR-CH-10003968";"Furniture";"Chairs";"Novimex Turbo Task Chair";5;0.1;"319.41";"312.31";7.1
"CA-2016-111682";"TB-21055";"Ted Butterfield";"United States";"New York";"Troy";"2016-06-17";"2016-06-18";"First Class";"Consumer";12180;"East";"OFF-PA-10000587";"Office Supplies";"Paper";"Array Parchment Paper, Assorted Colors";2;0.0;"14.56";"7.57";6.99
"CA-2016-111682";"TB-21055";"Ted Butterfield";"United States";"New York";"Troy";"2016-06-17";"2016-06-18";"First Class";"Consumer";12180;"East";"TEC-AC-10002167";"Technology";"Accessories";"Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive";2;0.0;"30";"26.7";3.3
"CA-2016-111682";"TB-21055";"Ted Butterfield";"United States";"New York";"Troy";"2016-06-17";"2016-06-18";"First Class";"Consumer";12180;"East";"OFF-BI-10001460";"Office Supplies";"Binders";"Plastic Binding Combs";4;0.2;"48.48";"32.12";16.36
"CA-2016-111682";"TB-21055";"Ted Butterfield";"United States";"New York";"Troy";"2016-06-17";"2016-06-18";"First Class";"Consumer";12180;"East";"OFF-AR-10001868";"Office Supplies";"Art";"Prang Dustless Chalk Sticks";1;0.0;"1.68";"0.84";0.84
"CA-2015-135545";"KM-16720";"Kunst Miller";"United States";"California";"Los Angeles";"2015-11-24";"2015-11-30";"Standard Class";"Consumer";90004;"West";"TEC-AC-10004633";"Technology";"Accessories";"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack";2;0.0;"13.98";"7.83";6.15
"CA-2015-135545";"KM-16720";"Kunst Miller";"United States";"California";"Los Angeles";"2015-11-24";"2015-11-30";"Standard Class";"Consumer";90004;"West";"OFF-BI-10001078";"Office Supplies";"Binders";"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""""""";6;0.2;"25.82";"16.46";9.36
"CA-2015-135545";"KM-16720";"Kunst Miller";"United States";"California";"Los Angeles";"2015-11-24";"2015-11-30";"Standard Class";"Consumer";90004;"West";"OFF-PA-10003892";"Office Supplies";"Paper";"Xerox 1943";3;0.0;"146.73";"77.77";68.96
"CA-2015-135545";"KM-16720";"Kunst Miller";"United States";"California";"Los Angeles";"2015-11-24";"2015-11-30";"Standard Class";"Consumer";90004;"West";"FUR-FU-10000397";"Furniture";"Furnishings";"Luxo Economy Swing Arm Lamp";4;0.0;"79.76";"57.43";22.33
"US-2015-164175";"PS-18970";"Paul Stevenson";"United States";"Illinois";"Chicago";"2015-04-30";"2015-05-05";"Standard Class";"Home Office";60610;"Central";"FUR-CH-10001146";"Furniture";"Chairs";"Global Value Mid-Back Manager's Chair, Gray";5;0.3;"213.12";"228.34";-15.22
"CA-2014-106376";"BS-11590";"Brendan Sweed";"United States";"Arizona";"Gilbert";"2014-12-05";"2014-12-10";"Standard Class";"Corporate";85234;"West";"OFF-AR-10002671";"Office Supplies";"Art";"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige";8;0.2;"1113.02";"1001.72";111.3
"CA-2014-106376";"BS-11590";"Brendan Sweed";"United States";"Arizona";"Gilbert";"2014-12-05";"2014-12-10";"Standard Class";"Corporate";85234;"West";"TEC-PH-10002726";"Technology";"Phones";"netTALK DUO VoIP Telephone Service";4;0.2;"167.97";"104.98";62.99
"CA-2016-119823";"KD-16270";"Karen Daniels";"United States";"Virginia";"Springfield";"2016-06-04";"2016-06-06";"First Class";"Consumer";22153;"South";"OFF-PA-10000482";"Office Supplies";"Paper";"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate";2;0.0;"75.88";"40.22";35.66
"CA-2016-106075";"HM-14980";"Henry MacAllister";"United States";"New York";"New York City";"2016-09-18";"2016-09-23";"Standard Class";"Consumer";10009;"East";"OFF-BI-10004654";"Office Supplies";"Binders";"Avery Binding System Hidden Tab Executive Style Index Sets";1;0.2;"4.62";"2.88";1.73
"CA-2017-114440";"TB-21520";"Tracy Blumstein";"United States";"Michigan";"Jackson";"2017-09-14";"2017-09-17";"Second Class";"Consumer";49201;"Central";"OFF-PA-10004675";"Office Supplies";"Paper";"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""""""";3;0.0;"19.05";"10.29";8.76
"US-2015-134026";"JE-15745";"Joel Eaton";"United States";"Tennessee";"Memphis";"2015-04-26";"2015-05-02";"Standard Class";"Consumer";38109;"South";"FUR-CH-10000513";"Furniture";"Chairs";"High-Back Leather Manager's Chair";8;0.2;"831.94";"946.33";-114.39
"US-2015-134026";"JE-15745";"Joel Eaton";"United States";"Tennessee";"Memphis";"2015-04-26";"2015-05-02";"Standard Class";"Consumer";38109;"South";"FUR-FU-10003708";"Furniture";"Furnishings";"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""""""";2;0.2;"97.04";"95.83";1.21
"US-2015-134026";"JE-15745";"Joel Eaton";"United States";"Tennessee";"Memphis";"2015-04-26";"2015-05-02";"Standard Class";"Consumer";38109;"South";"OFF-ST-10004123";"Office Supplies";"Storage";"Safco Industrial Wire Shelving System";1;0.2;"72.78";"90.98";-18.2
"US-2017-118038";"KB-16600";"Ken Brennan";"United States";"Texas";"Houston";"2017-12-09";"2017-12-11";"First Class";"Corporate";77041;"Central";"OFF-BI-10004182";"Office Supplies";"Binders";"Economy Binders";3;0.8;"1.25";"3.18";-1.93
"US-2017-118038";"KB-16600";"Ken Brennan";"United States";"Texas";"Houston";"2017-12-09";"2017-12-11";"First Class";"Corporate";77041;"Central";"OFF-ST-10000615";"Office Supplies";"Storage";"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h";3;0.2;"27.24";"24.52";2.72
"US-2014-147606";"JE-15745";"Joel Eaton";"United States";"Texas";"Houston";"2014-11-26";"2014-12-01";"Second Class";"Consumer";77070;"Central";"FUR-FU-10003194";"Furniture";"Furnishings";"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak";5;0.6;"19.3";"33.78";-14.48
"CA-2016-127208";"SC-20770";"Stewart Carmichael";"United States";"Alabama";"Decatur";"2016-06-12";"2016-06-15";"First Class";"Corporate";35601;"South";"OFF-AP-10002118";"Office Supplies";"Appliances";"1.7 Cubic Foot Compact ""Cube"""" Office Refrigerators""";1;0.0;"208.16";"151.96";56.2
"CA-2016-127208";"SC-20770";"Stewart Carmichael";"United States";"Alabama";"Decatur";"2016-06-12";"2016-06-15";"First Class";"Corporate";35601;"South";"OFF-BI-10002309";"Office Supplies";"Binders";"Avery Heavy-Duty EZD  Binder With Locking Rings";3;0.0;"16.74";"8.7";8.04
"CA-2014-139451";"DN-13690";"Duane Noonan";"United States";"California";"San Francisco";"2014-10-12";"2014-10-16";"Standard Class";"Consumer";94122;"West";"OFF-AR-10002053";"Office Supplies";"Art";"Premium Writing Pencils, Soft, #2 by Central Association for the Blind";5;0.0;"14.9";"10.73";4.17
"CA-2014-139451";"DN-13690";"Duane Noonan";"United States";"California";"San Francisco";"2014-10-12";"2014-10-16";"Standard Class";"Consumer";94122;"West";"OFF-ST-10002370";"Office Supplies";"Storage";"Sortfiler Multipurpose Personal File Organizer, Black";1;0.0;"21.39";"15.19";6.2
"CA-2015-149734";"JC-16105";"Julie Creighton";"United States";"North Carolina";"Durham";"2015-09-03";"2015-09-08";"Standard Class";"Corporate";27707;"South";"OFF-EN-10000927";"Office Supplies";"Envelopes";"Jet-Pak Recycled Peel 'N' Seal Padded Mailers";7;0.2;"200.98";"138.18";62.81
"US-2017-119662";"CS-12400";"Christopher Schild";"United States";"Illinois";"Chicago";"2017-11-13";"2017-11-16";"First Class";"Home Office";60623;"Central";"OFF-ST-10003656";"Office Supplies";"Storage";"Safco Industrial Wire Shelving";3;0.2;"230.38";"279.33";-48.95
"CA-2017-140088";"PO-18865";"Patrick O'Donnell";"United States";"South Carolina";"Columbia";"2017-05-28";"2017-05-30";"Second Class";"Consumer";29203;"South";"FUR-CH-10000863";"Furniture";"Chairs";"Novimex Swivel Fabric Task Chair";2;0.0;"301.96";"268.74";33.22
"CA-2017-155558";"PG-18895";"Paul Gonzalez";"United States";"Minnesota";"Rochester";"2017-10-26";"2017-11-02";"Standard Class";"Consumer";55901;"Central";"TEC-AC-10001998";"Technology";"Accessories";"Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired";1;0.0;"19.99";"13.19";6.8
"CA-2017-155558";"PG-18895";"Paul Gonzalez";"United States";"Minnesota";"Rochester";"2017-10-26";"2017-11-02";"Standard Class";"Consumer";55901;"Central";"OFF-LA-10000134";"Office Supplies";"Labels";"Avery 511";2;0.0;"6.16";"3.2";2.96
"CA-2016-159695";"GM-14455";"Gary Mitchum";"United States";"Texas";"Houston";"2016-04-05";"2016-04-10";"Second Class";"Home Office";77095;"Central";"OFF-ST-10003442";"Office Supplies";"Storage";"Eldon Portable Mobile Manager";7;0.2;"158.37";"144.51";13.86
"CA-2016-109806";"JS-15685";"Jim Sink";"United States";"California";"Los Angeles";"2016-09-17";"2016-09-22";"Standard Class";"Corporate";90036;"West";"OFF-AR-10004930";"Office Supplies";"Art";"Turquoise Lead Holder with Pocket Clip";3;0.0;"20.1";"13.47";6.63
"CA-2016-109806";"JS-15685";"Jim Sink";"United States";"California";"Los Angeles";"2016-09-17";"2016-09-22";"Standard Class";"Corporate";90036;"West";"TEC-PH-10004093";"Technology";"Phones";"Panasonic Kx-TS550";2;0.2;"73.58";"65.31";8.28
"CA-2016-109806";"JS-15685";"Jim Sink";"United States";"California";"Los Angeles";"2016-09-17";"2016-09-22";"Standard Class";"Corporate";90036;"West";"OFF-PA-10000304";"Office Supplies";"Paper";"Xerox 1995";1;0.0;"6.48";"3.37";3.11
"CA-2015-149587";"KB-16315";"Karl Braun";"United States";"Minnesota";"Minneapolis";"2015-01-31";"2015-02-05";"Second Class";"Consumer";55407;"Central";"OFF-PA-10003177";"Office Supplies";"Paper";"Xerox 1999";2;0.0;"12.96";"6.74";6.22
"CA-2015-149587";"KB-16315";"Karl Braun";"United States";"Minnesota";"Minneapolis";"2015-01-31";"2015-02-05";"Second Class";"Consumer";55407;"Central";"FUR-FU-10003799";"Furniture";"Furnishings";"Seth Thomas 13 1/2"" Wall Clock""";3;0.0;"53.34";"36.8";16.54
"CA-2015-149587";"KB-16315";"Karl Braun";"United States";"Minnesota";"Minneapolis";"2015-01-31";"2015-02-05";"Second Class";"Consumer";55407;"Central";"OFF-BI-10002852";"Office Supplies";"Binders";"Ibico Standard Transparent Covers";2;0.0;"32.96";"16.81";16.15
"US-2017-109484";"RB-19705";"Roger Barcio";"United States";"Oregon";"Portland";"2017-11-06";"2017-11-12";"Standard Class";"Home Office";97206;"West";"OFF-BI-10004738";"Office Supplies";"Binders";"Flexible Leather- Look Classic Collection Ring Binder";1;0.7;"5.68";"9.47";-3.79
